ProductID,ProductName,Category,City,Price,QuantitySold,Month,Year
508,Desk Lamp,Office Supplies,Shiraz,315000,377,6,2021
581,Table,Furniture,Tabriz,4124000,354,10,2021
724,Notebook,Stationery,Kermanshah,78000,438,1,2020
720,Headphone,Electronics,Rasht,36564000,42,3,2023
386,Chair,Furniture,Tabriz,2497000,379,7,2022
851,Smartphone,Electronics,Karaj,41670000,18,7,2023
429,Keyboard,Electronics,Tehran,44174000,12,1,2021
453,Camera,Electronics,Qom,25718000,11,3,2023
802,Chair,Furniture,Kermanshah,3760000,337,2,2021
446,Tablet,Electronics,Kermanshah,3540000,332,4,2020
307,Printer,Electronics,Isfahan,27796000,23,9,2023
296,Headphone,Electronics,Qom,40274000,26,6,2024
532,Printer,Electronics,Shiraz,10593000,17,8,2021
255,Laptop,Electronics,Qom,45425000,14,11,2020
910,Chair,Furniture,Shiraz,1550000,441,4,2022
816,Monitor,Electronics,Tabriz,19703000,31,3,2024
738,Table,Furniture,Isfahan,2534000,261,7,2024
788,Chair,Furniture,Ahvaz,750000,402,7,2023
385,Headphone,Electronics,Isfahan,7258000,381,5,2023
733,Smartphone,Electronics,Kermanshah,45555000,35,8,2022
609,Desk Lamp,Office Supplies,Qom,188000,146,11,2021
762,Laptop,Electronics,Mashhad,11534000,46,7,2022
628,Keyboard,Electronics,Tehran,1636000,377,7,2023
927,Camera,Electronics,Karaj,12832000,25,1,2024
156,Mouse,Electronics,Kermanshah,23086000,3,2,2024
340,Smartphone,Electronics,Isfahan,33119000,17,6,2021
372,Keyboard,Electronics,Ahvaz,14857000,47,8,2024
250,Camera,Electronics,Tehran,37511000,36,5,2023
586,Laptop,Electronics,Rasht,29575000,13,1,2024
975,Monitor,Electronics,Kermanshah,32273000,44,1,2023
718,Headphone,Electronics,Rasht,48775000,29,1,2022
218,Keyboard,Electronics,Karaj,19591000,48,5,2020
770,Printer,Electronics,Shiraz,45326000,20,7,2020
958,Headphone,Electronics,Qom,35249000,17,12,2022
588,Monitor,Electronics,Karaj,39699000,1,9,2024
948,Mouse,Electronics,Kermanshah,23775000,44,8,2022
509,Smartphone,Electronics,Rasht,36109000,21,6,2023
231,Keyboard,Electronics,Isfahan,2715000,429,11,2022
602,Headphone,Electronics,Mashhad,9989000,157,5,2024
381,Smartphone,Electronics,Ahvaz,29215000,21,1,2021
846,Pen,Stationery,Tabriz,184000,357,3,2024
366,Camera,Electronics,Shiraz,7872000,297,12,2022
888,Pen,Stationery,Qom,45000,327,2,2024
901,Tablet,Electronics,Mashhad,10784000,49,1,2020
244,Laptop,Electronics,Mashhad,47912000,34,10,2021
510,Printer,Electronics,Qom,27477000,37,3,2023
585,Chair,Furniture,Kermanshah,4880000,123,7,2024
942,Pen,Stationery,Isfahan,83000,449,2,2024
744,Camera,Electronics,Kermanshah,48443000,19,8,2023
381,Monitor,Electronics,Kermanshah,39910000,6,3,2024
302,Camera,Electronics,Isfahan,3271000,144,3,2023
692,Table,Furniture,Tabriz,3426000,333,3,2020
939,Tablet,Electronics,Karaj,43693000,50,8,2020
875,Tablet,Electronics,Mashhad,22042000,13,10,2023
870,Printer,Electronics,Karaj,35143000,1,8,2022
921,Monitor,Electronics,Tehran,33722000,47,6,2022
237,Headphone,Electronics,Rasht,34741000,29,10,2024
246,Headphone,Electronics,Karaj,38114000,7,7,2021
628,Table,Furniture,Shiraz,2596000,332,12,2023
914,Pen,Stationery,Shiraz,123000,308,9,2022
340,Desk Lamp,Office Supplies,Rasht,428000,47,5,2021
819,Camera,Electronics,Tehran,16487000,24,2,2023
545,Smartphone,Electronics,Kermanshah,42460000,23,12,2022
638,Keyboard,Electronics,Rasht,48540000,34,10,2024
405,Keyboard,Electronics,Shiraz,5061000,62,10,2021
859,Smartphone,Electronics,Qom,20441000,41,12,2021
184,Headphone,Electronics,Tabriz,4354000,195,12,2020
107,Smartphone,Electronics,Tehran,30532000,13,11,2023
720,Laptop,Electronics,Mashhad,24413000,15,12,2021
917,Chair,Furniture,Karaj,1515000,218,3,2020
105,Pen,Stationery,Tabriz,22000,198,2,2023
388,Table,Furniture,Tabriz,3151000,116,4,2020
590,Smartphone,Electronics,Kermanshah,46460000,33,5,2020
129,Pen,Stationery,Tehran,51000,178,2,2023
207,Tablet,Electronics,Ahvaz,6310000,424,8,2024
738,Headphone,Electronics,Rasht,49543000,42,8,2023
638,Table,Furniture,Tehran,3957000,235,11,2020
612,Chair,Furniture,Tehran,2737000,333,3,2023
749,Bookshelf,Furniture,Tehran,836000,128,7,2023
414,Smartphone,Electronics,Isfahan,3119000,310,10,2021
718,Tablet,Electronics,Kermanshah,37228000,28,5,2022
944,Keyboard,Electronics,Isfahan,47813000,45,10,2022
550,Desk Lamp,Office Supplies,Tabriz,136000,271,11,2020
478,Pen,Stationery,Rasht,117000,163,2,2023
589,Pen,Stationery,Karaj,57000,298,6,2020
878,Camera,Electronics,Rasht,36677000,14,5,2023
273,Headphone,Electronics,Karaj,36832000,4,3,2022
926,Smartphone,Electronics,Rasht,35368000,38,3,2023
502,Printer,Electronics,Shiraz,29023000,23,5,2023
506,Notebook,Stationery,Shiraz,163000,496,5,2020
422,Mouse,Electronics,Karaj,31652000,9,5,2020
235,Notebook,Stationery,Mashhad,194000,410,1,2024
889,Desk Lamp,Office Supplies,Qom,691000,479,1,2020
353,Laptop,Electronics,Tehran,40997000,21,1,2021
599,Tablet,Electronics,Isfahan,33601000,22,12,2021
659,Headphone,Electronics,Karaj,7430000,331,11,2021
600,Smartphone,Electronics,Qom,32834000,12,6,2021
997,Printer,Electronics,Mashhad,4616000,474,5,2021
852,Printer,Electronics,Mashhad,23084000,33,5,2024
902,Laptop,Electronics,Tehran,32763000,23,5,2022
101,Notebook,Stationery,Mashhad,44000,451,5,2021
206,Smartphone,Electronics,Ahvaz,16768000,12,10,2022
995,Tablet,Electronics,Qom,21587000,20,10,2021
120,Table,Furniture,Rasht,1463000,77,10,2024
962,Laptop,Electronics,Tehran,4548000,281,7,2021
920,Desk Lamp,Office Supplies,Ahvaz,424000,230,5,2022
814,Smartphone,Electronics,Tabriz,16882000,1,2,2021
871,Mouse,Electronics,Tehran,40556000,43,12,2024
987,Monitor,Electronics,Kermanshah,31165000,30,7,2022
673,Monitor,Electronics,Qom,46195000,45,8,2021
957,Notebook,Stationery,Qom,19000,173,8,2021
572,Tablet,Electronics,Shiraz,5450000,367,5,2024
781,Printer,Electronics,Karaj,48436000,7,6,2022
270,Laptop,Electronics,Kermanshah,36912000,27,2,2022
766,Laptop,Electronics,Tehran,12994000,30,11,2020
364,Table,Furniture,Rasht,2175000,388,5,2020
829,Monitor,Electronics,Isfahan,30644000,19,10,2022
127,Table,Furniture,Ahvaz,3525000,311,11,2024
480,Laptop,Electronics,Tehran,11995000,5,6,2021
734,Smartphone,Electronics,Isfahan,31431000,21,11,2024
865,Printer,Electronics,Mashhad,17367000,38,5,2022
982,Desk Lamp,Office Supplies,Karaj,881000,313,4,2024
357,Headphone,Electronics,Kermanshah,30144000,37,9,2022
294,Desk Lamp,Office Supplies,Isfahan,745000,66,9,2023
254,Tablet,Electronics,Kermanshah,17693000,23,5,2022
716,Notebook,Stationery,Tehran,49000,130,11,2024
445,Table,Furniture,Shiraz,3814000,193,10,2022
709,Monitor,Electronics,Karaj,28014000,49,8,2023
545,Camera,Electronics,Rasht,25851000,30,5,2021
626,Pen,Stationery,Rasht,157000,119,4,2024
426,Printer,Electronics,Isfahan,35836000,28,5,2022
405,Pen,Stationery,Isfahan,50000,137,3,2020
316,Smartphone,Electronics,Isfahan,14173000,21,3,2021
941,Camera,Electronics,Qom,9281000,73,4,2022
962,Laptop,Electronics,Mashhad,39146000,37,10,2020
916,Keyboard,Electronics,Ahvaz,34794000,35,12,2023
735,Monitor,Electronics,Kermanshah,47274000,31,12,2021
151,Notebook,Stationery,Qom,139000,168,12,2021
927,Mouse,Electronics,Tabriz,44114000,12,8,2024
967,Mouse,Electronics,Kermanshah,44789000,1,3,2021
446,Tablet,Electronics,Rasht,37213000,14,11,2024
483,Desk Lamp,Office Supplies,Kermanshah,653000,288,8,2020
215,Notebook,Stationery,Kermanshah,159000,320,9,2021
943,Smartphone,Electronics,Isfahan,19995000,8,10,2022
801,Keyboard,Electronics,Kermanshah,9352000,14,12,2023
476,Bookshelf,Furniture,Tabriz,4925000,309,2,2020
755,Bookshelf,Furniture,Tabriz,1263000,76,4,2023
750,Desk Lamp,Office Supplies,Rasht,259000,51,9,2024
100,Chair,Furniture,Ahvaz,3480000,320,9,2024
590,Desk Lamp,Office Supplies,Qom,715000,154,9,2021
624,Monitor,Electronics,Isfahan,28496000,47,5,2021
135,Smartphone,Electronics,Qom,30289000,27,3,2022
535,Pen,Stationery,Shiraz,160000,277,4,2022
303,Desk Lamp,Office Supplies,Tehran,314000,201,7,2021
561,Pen,Stationery,Rasht,112000,293,8,2023
736,Bookshelf,Furniture,Isfahan,4674000,477,3,2024
877,Camera,Electronics,Shiraz,38221000,19,11,2022
123,Chair,Furniture,Qom,3470000,456,8,2022
278,Mouse,Electronics,Rasht,7361000,273,7,2020
747,Headphone,Electronics,Tabriz,48513000,41,8,2020
674,Smartphone,Electronics,Karaj,29288000,29,3,2024
844,Keyboard,Electronics,Isfahan,9730000,369,2,2024
991,Tablet,Electronics,Mashhad,1082000,202,5,2023
225,Table,Furniture,Rasht,1235000,384,9,2022
977,Chair,Furniture,Isfahan,3098000,212,1,2023
328,Laptop,Electronics,Tabriz,24196000,1,1,2024
752,Keyboard,Electronics,Mashhad,2231000,182,6,2023
908,Camera,Electronics,Kermanshah,41599000,15,2,2023
820,Tablet,Electronics,Kermanshah,18935000,42,10,2024
130,Tablet,Electronics,Tehran,3632000,397,7,2024
411,Bookshelf,Furniture,Karaj,2606000,107,8,2020
922,Bookshelf,Furniture,Ahvaz,3596000,62,8,2022
685,Mouse,Electronics,Tabriz,5049000,196,2,2020
158,Mouse,Electronics,Qom,43502000,1,1,2022
748,Mouse,Electronics,Shiraz,11310000,44,6,2024
114,Printer,Electronics,Tabriz,48500000,9,9,2021
258,Notebook,Stationery,Qom,62000,289,12,2024
530,Smartphone,Electronics,Rasht,35786000,19,7,2024
143,Notebook,Stationery,Tehran,33000,368,11,2022
390,Camera,Electronics,Isfahan,2511000,340,9,2020
411,Laptop,Electronics,Ahvaz,29271000,8,8,2024
232,Camera,Electronics,Isfahan,16973000,36,7,2023
300,Mouse,Electronics,Rasht,12102000,29,2,2022
546,Desk Lamp,Office Supplies,Mashhad,842000,17,6,2020
223,Notebook,Stationery,Rasht,127000,345,7,2024
416,Notebook,Stationery,Rasht,170000,205,11,2020
492,Monitor,Electronics,Shiraz,46716000,8,3,2024
751,Notebook,Stationery,Karaj,53000,231,8,2020
495,Tablet,Electronics,Qom,4423000,498,12,2024
826,Pen,Stationery,Tehran,126000,68,1,2020
372,Tablet,Electronics,Karaj,14030000,39,12,2021
585,Desk Lamp,Office Supplies,Rasht,996000,175,2,2024
568,Table,Furniture,Karaj,1534000,246,5,2023
840,Bookshelf,Furniture,Rasht,3043000,155,6,2024
930,Keyboard,Electronics,Ahvaz,7211000,484,9,2021
923,Printer,Electronics,Shiraz,27855000,19,12,2024
414,Notebook,Stationery,Karaj,10000,65,4,2021
702,Notebook,Stationery,Ahvaz,53000,130,2,2024
300,Camera,Electronics,Isfahan,25216000,31,9,2021
638,Chair,Furniture,Isfahan,2336000,268,8,2023
257,Monitor,Electronics,Tehran,48308000,22,4,2020
108,Tablet,Electronics,Shiraz,30014000,46,10,2024
504,Pen,Stationery,Karaj,116000,187,7,2022
441,Tablet,Electronics,Tehran,24287000,11,8,2022
344,Table,Furniture,Kermanshah,947000,368,6,2020
478,Notebook,Stationery,Mashhad,162000,221,3,2021
493,Mouse,Electronics,Tehran,49611000,50,9,2024
908,Tablet,Electronics,Kermanshah,49368000,34,6,2024
889,Headphone,Electronics,Kermanshah,17388000,43,2,2021
158,Chair,Furniture,Tehran,3201000,449,4,2021
366,Monitor,Electronics,Qom,5759000,373,12,2024
322,Desk Lamp,Office Supplies,Isfahan,191000,446,5,2021
156,Notebook,Stationery,Rasht,160000,100,1,2024
591,Laptop,Electronics,Ahvaz,30720000,17,9,2022
448,Notebook,Stationery,Karaj,161000,367,12,2020
168,Laptop,Electronics,Kermanshah,9865000,333,2,2021
458,Desk Lamp,Office Supplies,Isfahan,738000,327,6,2022
320,Table,Furniture,Tehran,2207000,451,5,2020
943,Notebook,Stationery,Isfahan,45000,378,9,2022
381,Chair,Furniture,Isfahan,3943000,153,1,2024
197,Pen,Stationery,Kermanshah,86000,102,9,2020
574,Mouse,Electronics,Ahvaz,49565000,19,4,2022
564,Monitor,Electronics,Mashhad,18840000,14,1,2022
244,Mouse,Electronics,Shiraz,23081000,34,6,2021
257,Camera,Electronics,Mashhad,17224000,44,5,2020
815,Pen,Stationery,Shiraz,81000,36,8,2022
692,Pen,Stationery,Qom,100000,198,4,2020
835,Keyboard,Electronics,Rasht,34781000,18,7,2024
431,Printer,Electronics,Kermanshah,45087000,23,8,2020
539,Camera,Electronics,Karaj,36223000,7,12,2024
174,Bookshelf,Furniture,Qom,1138000,384,2,2023
480,Smartphone,Electronics,Karaj,2317000,179,8,2020
653,Mouse,Electronics,Kermanshah,23261000,47,5,2022
924,Pen,Stationery,Kermanshah,27000,118,7,2023
455,Smartphone,Electronics,Qom,16888000,42,2,2021
663,Tablet,Electronics,Tabriz,8028000,61,3,2021
158,Smartphone,Electronics,Tabriz,8047000,304,4,2020
467,Smartphone,Electronics,Rasht,3178000,333,4,2024
378,Printer,Electronics,Tabriz,21562000,32,7,2023
125,Bookshelf,Furniture,Tabriz,2003000,472,4,2024
726,Mouse,Electronics,Qom,34627000,8,5,2024
859,Smartphone,Electronics,Mashhad,35230000,31,9,2022
494,Table,Furniture,Ahvaz,2626000,296,5,2021
589,Laptop,Electronics,Qom,32008000,32,6,2022
319,Table,Furniture,Tehran,4204000,124,4,2024
249,Desk Lamp,Office Supplies,Karaj,94000,74,11,2024
376,Mouse,Electronics,Tabriz,16762000,20,9,2020
465,Tablet,Electronics,Kermanshah,1104000,406,12,2023
322,Bookshelf,Furniture,Mashhad,4049000,307,1,2020
930,Bookshelf,Furniture,Karaj,1540000,227,9,2020
376,Tablet,Electronics,Isfahan,34526000,45,6,2020
660,Notebook,Stationery,Kermanshah,190000,276,6,2022
666,Laptop,Electronics,Shiraz,19478000,16,4,2021
932,Smartphone,Electronics,Karaj,5099000,476,8,2023
712,Camera,Electronics,Tehran,45828000,25,11,2021
249,Headphone,Electronics,Rasht,46563000,22,10,2024
623,Headphone,Electronics,Mashhad,36881000,40,8,2020
662,Printer,Electronics,Karaj,5609000,60,4,2021
990,Chair,Furniture,Ahvaz,3162000,457,1,2021
456,Printer,Electronics,Tehran,25489000,9,8,2022
947,Desk Lamp,Office Supplies,Rasht,405000,396,6,2021
545,Desk Lamp,Office Supplies,Kermanshah,806000,234,7,2023
188,Table,Furniture,Karaj,4799000,243,2,2022
380,Tablet,Electronics,Tehran,32893000,41,5,2021
990,Desk Lamp,Office Supplies,Qom,930000,337,9,2022
802,Table,Furniture,Rasht,926000,374,5,2024
284,Tablet,Electronics,Isfahan,18998000,28,5,2022
616,Chair,Furniture,Karaj,3644000,222,2,2020
320,Notebook,Stationery,Rasht,134000,333,7,2022
150,Chair,Furniture,Shiraz,1979000,177,3,2022
993,Pen,Stationery,Rasht,143000,17,3,2022
406,Laptop,Electronics,Karaj,11225000,50,12,2021
355,Table,Furniture,Rasht,2154000,468,4,2020
606,Tablet,Electronics,Qom,23720000,49,5,2023
202,Notebook,Stationery,Qom,41000,106,11,2022
845,Printer,Electronics,Tehran,3897000,144,12,2023
927,Keyboard,Electronics,Karaj,14147000,27,8,2024
746,Bookshelf,Furniture,Mashhad,2016000,205,6,2022
232,Table,Furniture,Tabriz,3394000,227,2,2020
427,Laptop,Electronics,Mashhad,22669000,2,5,2021
906,Camera,Electronics,Shiraz,22542000,29,3,2021
984,Tablet,Electronics,Ahvaz,12949000,48,1,2022
255,Monitor,Electronics,Qom,43795000,50,2,2023
513,Camera,Electronics,Tehran,14822000,2,9,2024
377,Keyboard,Electronics,Shiraz,29393000,45,5,2022
990,Keyboard,Electronics,Ahvaz,6090000,389,5,2023
225,Notebook,Stationery,Kermanshah,98000,74,10,2022
494,Notebook,Stationery,Rasht,32000,218,5,2024
840,Bookshelf,Furniture,Isfahan,4217000,487,12,2021
313,Notebook,Stationery,Rasht,34000,20,3,2022
714,Camera,Electronics,Tehran,28718000,20,6,2023
119,Mouse,Electronics,Isfahan,30742000,27,3,2021
534,Monitor,Electronics,Rasht,40158000,30,5,2024
450,Monitor,Electronics,Shiraz,22538000,48,5,2020
409,Notebook,Stationery,Shiraz,23000,120,4,2023
791,Headphone,Electronics,Tehran,49169000,8,11,2022
688,Chair,Furniture,Qom,790000,235,10,2022
636,Keyboard,Electronics,Qom,9138000,207,6,2021
687,Tablet,Electronics,Isfahan,21952000,6,2,2021
989,Pen,Stationery,Rasht,39000,274,8,2022
794,Pen,Stationery,Kermanshah,111000,41,10,2022
394,Printer,Electronics,Kermanshah,24862000,46,2,2020
796,Printer,Electronics,Kermanshah,40746000,44,10,2024
800,Headphone,Electronics,Mashhad,17416000,17,9,2020
215,Headphone,Electronics,Tehran,34850000,46,4,2022
474,Printer,Electronics,Isfahan,45433000,5,5,2020
505,Monitor,Electronics,Shiraz,37530000,11,6,2023
671,Camera,Electronics,Mashhad,13214000,19,5,2021
222,Tablet,Electronics,Isfahan,9818000,463,9,2020
472,Notebook,Stationery,Karaj,57000,353,3,2024
206,Chair,Furniture,Qom,3448000,361,1,2023
292,Monitor,Electronics,Karaj,35878000,29,1,2023
642,Headphone,Electronics,Tehran,7522000,243,6,2021
542,Mouse,Electronics,Isfahan,1988000,262,5,2021
430,Monitor,Electronics,Kermanshah,34306000,3,1,2023
445,Notebook,Stationery,Tabriz,18000,454,5,2023
313,Headphone,Electronics,Tehran,11672000,9,11,2020
635,Bookshelf,Furniture,Ahvaz,2516000,80,10,2020
200,Notebook,Stationery,Ahvaz,161000,308,1,2021
337,Printer,Electronics,Rasht,11751000,28,9,2024
980,Laptop,Electronics,Mashhad,10563000,25,8,2024
765,Camera,Electronics,Mashhad,34716000,24,1,2021
130,Laptop,Electronics,Rasht,42362000,29,11,2023
623,Tablet,Electronics,Karaj,26648000,11,6,2022
941,Keyboard,Electronics,Qom,19423000,32,12,2022
440,Pen,Stationery,Mashhad,155000,410,11,2021
673,Printer,Electronics,Tabriz,32622000,1,6,2022
324,Smartphone,Electronics,Qom,33015000,9,10,2020
234,Camera,Electronics,Tehran,1545000,172,2,2022
602,Headphone,Electronics,Tabriz,39347000,32,2,2022
513,Headphone,Electronics,Shiraz,21168000,26,12,2024
920,Desk Lamp,Office Supplies,Ahvaz,222000,347,3,2024
930,Pen,Stationery,Isfahan,28000,133,4,2020
842,Monitor,Electronics,Kermanshah,18216000,18,9,2022
126,Tablet,Electronics,Qom,9789000,107,11,2022
828,Table,Furniture,Rasht,2306000,123,9,2020
109,Chair,Furniture,Ahvaz,3895000,379,8,2022
933,Monitor,Electronics,Qom,2764000,265,4,2022
190,Monitor,Electronics,Ahvaz,44099000,28,9,2024
450,Desk Lamp,Office Supplies,Rasht,364000,107,4,2020
854,Tablet,Electronics,Mashhad,20735000,9,7,2024
493,Camera,Electronics,Tehran,2229000,467,2,2024
172,Printer,Electronics,Tabriz,37465000,39,2,2023
214,Laptop,Electronics,Rasht,29047000,45,2,2021
362,Pen,Stationery,Rasht,155000,349,7,2024
563,Camera,Electronics,Karaj,22039000,7,3,2021
908,Table,Furniture,Ahvaz,1257000,242,11,2022
376,Smartphone,Electronics,Ahvaz,48184000,16,2,2021
418,Notebook,Stationery,Isfahan,91000,435,12,2024
879,Smartphone,Electronics,Kermanshah,41470000,18,8,2020
445,Smartphone,Electronics,Ahvaz,36228000,50,12,2022
664,Mouse,Electronics,Rasht,40145000,16,5,2020
165,Tablet,Electronics,Tehran,31226000,8,10,2021
330,Keyboard,Electronics,Mashhad,23763000,31,8,2020
391,Camera,Electronics,Shiraz,22987000,19,10,2024
907,Pen,Stationery,Kermanshah,167000,471,8,2023
383,Laptop,Electronics,Isfahan,36912000,40,8,2024
648,Pen,Stationery,Karaj,150000,495,11,2023
141,Laptop,Electronics,Qom,25548000,6,2,2022
156,Laptop,Electronics,Shiraz,11410000,42,11,2024
808,Camera,Electronics,Shiraz,6949000,385,1,2022
781,Monitor,Electronics,Kermanshah,34187000,5,6,2020
620,Smartphone,Electronics,Rasht,39326000,11,11,2020
617,Printer,Electronics,Shiraz,28884000,32,6,2023
128,Notebook,Stationery,Rasht,98000,465,3,2022
796,Notebook,Stationery,Shiraz,70000,277,7,2022
919,Keyboard,Electronics,Kermanshah,6136000,72,1,2024
167,Tablet,Electronics,Tehran,9635000,396,11,2020
606,Laptop,Electronics,Shiraz,4303000,283,7,2024
509,Laptop,Electronics,Rasht,14335000,37,8,2023
560,Desk Lamp,Office Supplies,Ahvaz,607000,249,10,2022
816,Keyboard,Electronics,Rasht,40643000,41,3,2020
554,Headphone,Electronics,Karaj,26475000,47,11,2021
627,Notebook,Stationery,Shiraz,176000,466,11,2020
928,Mouse,Electronics,Rasht,47781000,35,4,2022
509,Laptop,Electronics,Qom,49673000,41,4,2024
885,Desk Lamp,Office Supplies,Tabriz,412000,450,8,2024
415,Monitor,Electronics,Qom,25691000,5,7,2022
937,Desk Lamp,Office Supplies,Kermanshah,809000,35,9,2020
290,Notebook,Stationery,Qom,99000,192,2,2022
414,Pen,Stationery,Qom,172000,188,11,2022
135,Headphone,Electronics,Rasht,37427000,26,4,2023
373,Pen,Stationery,Rasht,129000,351,2,2021
617,Keyboard,Electronics,Isfahan,10532000,14,6,2022
783,Laptop,Electronics,Isfahan,19609000,33,3,2022
927,Keyboard,Electronics,Isfahan,33081000,3,12,2023
581,Camera,Electronics,Rasht,43418000,24,12,2024
510,Desk Lamp,Office Supplies,Shiraz,112000,167,1,2022
352,Chair,Furniture,Shiraz,3878000,141,4,2023
296,Tablet,Electronics,Shiraz,8868000,327,4,2021
415,Chair,Furniture,Isfahan,3964000,205,4,2023
176,Keyboard,Electronics,Isfahan,44191000,2,10,2020
693,Pen,Stationery,Kermanshah,160000,130,1,2024
586,Laptop,Electronics,Tabriz,1338000,325,6,2021
608,Desk Lamp,Office Supplies,Tabriz,897000,106,4,2021
795,Pen,Stationery,Kermanshah,23000,114,9,2024
657,Pen,Stationery,Tabriz,42000,40,3,2022
783,Printer,Electronics,Isfahan,33423000,24,2,2022
217,Printer,Electronics,Karaj,9961000,180,7,2020
634,Camera,Electronics,Karaj,36546000,15,4,2024
292,Bookshelf,Furniture,Karaj,3904000,18,5,2022
805,Bookshelf,Furniture,Karaj,3648000,469,7,2022
197,Keyboard,Electronics,Tehran,46891000,14,4,2020
446,Mouse,Electronics,Karaj,20142000,27,8,2024
918,Mouse,Electronics,Qom,21719000,14,6,2021
877,Monitor,Electronics,Shiraz,28805000,33,7,2024
396,Pen,Stationery,Kermanshah,116000,64,10,2024
956,Desk Lamp,Office Supplies,Karaj,275000,331,12,2020
379,Printer,Electronics,Qom,7627000,403,4,2020
829,Headphone,Electronics,Ahvaz,13676000,27,11,2021
308,Printer,Electronics,Rasht,28895000,10,3,2024
139,Smartphone,Electronics,Tehran,38680000,20,8,2023
789,Pen,Stationery,Karaj,171000,15,7,2023
527,Pen,Stationery,Kermanshah,57000,53,2,2020
643,Keyboard,Electronics,Isfahan,1223000,253,8,2023
695,Bookshelf,Furniture,Ahvaz,3977000,225,4,2022
791,Keyboard,Electronics,Ahvaz,2202000,42,11,2020
964,Pen,Stationery,Rasht,156000,84,12,2021
272,Mouse,Electronics,Qom,42795000,44,12,2022
443,Smartphone,Electronics,Kermanshah,19027000,9,10,2021
534,Smartphone,Electronics,Isfahan,29137000,28,8,2022
551,Laptop,Electronics,Shiraz,27920000,5,8,2023
424,Printer,Electronics,Isfahan,12241000,41,8,2022
135,Pen,Stationery,Shiraz,150000,311,11,2021
905,Monitor,Electronics,Mashhad,12283000,8,11,2021
803,Pen,Stationery,Qom,106000,208,11,2020
449,Tablet,Electronics,Qom,6412000,71,11,2020
897,Table,Furniture,Isfahan,2810000,154,1,2024
788,Notebook,Stationery,Karaj,151000,396,4,2022
518,Chair,Furniture,Qom,3688000,136,9,2022
307,Chair,Furniture,Kermanshah,3735000,315,3,2022
970,Desk Lamp,Office Supplies,Ahvaz,963000,215,7,2022
164,Monitor,Electronics,Kermanshah,17206000,15,3,2024
208,Pen,Stationery,Rasht,133000,14,5,2020
468,Camera,Electronics,Qom,45508000,16,7,2024
716,Smartphone,Electronics,Rasht,24032000,16,12,2022
731,Smartphone,Electronics,Ahvaz,49201000,12,5,2023
196,Bookshelf,Furniture,Mashhad,1421000,158,9,2023
413,Printer,Electronics,Karaj,39404000,28,1,2020
863,Keyboard,Electronics,Shiraz,49789000,11,3,2020
496,Mouse,Electronics,Isfahan,23996000,18,2,2024
584,Bookshelf,Furniture,Shiraz,3290000,425,9,2023
118,Camera,Electronics,Qom,36072000,40,1,2021
473,Smartphone,Electronics,Mashhad,42084000,6,7,2023
256,Desk Lamp,Office Supplies,Ahvaz,594000,85,10,2021
787,Bookshelf,Furniture,Karaj,2348000,247,5,2024
837,Chair,Furniture,Shiraz,2638000,132,4,2020
220,Laptop,Electronics,Kermanshah,32888000,3,10,2022
527,Notebook,Stationery,Ahvaz,191000,48,6,2023
478,Mouse,Electronics,Tehran,18747000,6,7,2024
511,Headphone,Electronics,Shiraz,30713000,18,10,2024
105,Camera,Electronics,Kermanshah,4539000,222,10,2023
857,Bookshelf,Furniture,Tehran,3496000,386,3,2020
284,Mouse,Electronics,Karaj,17787000,15,1,2023
568,Notebook,Stationery,Ahvaz,29000,489,1,2023
505,Tablet,Electronics,Tabriz,49603000,17,3,2023
530,Tablet,Electronics,Shiraz,28830000,40,8,2024
807,Tablet,Electronics,Mashhad,12795000,23,6,2024
625,Smartphone,Electronics,Shiraz,21184000,50,7,2024
520,Pen,Stationery,Isfahan,148000,108,1,2022
822,Desk Lamp,Office Supplies,Tehran,770000,37,8,2022
958,Pen,Stationery,Tehran,91000,324,3,2023
319,Pen,Stationery,Isfahan,127000,326,3,2023
651,Printer,Electronics,Tehran,17694000,25,6,2022
394,Monitor,Electronics,Karaj,22501000,43,8,2020
966,Bookshelf,Furniture,Tabriz,4069000,445,9,2020
777,Table,Furniture,Rasht,2505000,110,10,2024
369,Chair,Furniture,Isfahan,1820000,333,1,2022
264,Monitor,Electronics,Isfahan,22202000,43,7,2023
129,Tablet,Electronics,Rasht,27703000,18,7,2022
780,Mouse,Electronics,Rasht,32540000,39,4,2023
965,Tablet,Electronics,Karaj,26782000,4,7,2023
790,Monitor,Electronics,Qom,14542000,24,8,2021
520,Smartphone,Electronics,Karaj,2560000,417,2,2021
607,Headphone,Electronics,Tehran,15841000,7,5,2023
684,Bookshelf,Furniture,Mashhad,3181000,412,4,2023
239,Keyboard,Electronics,Shiraz,39446000,17,4,2022
730,Headphone,Electronics,Ahvaz,45589000,46,9,2023
742,Bookshelf,Furniture,Kermanshah,4615000,447,1,2020
450,Monitor,Electronics,Kermanshah,31983000,25,8,2021
103,Mouse,Electronics,Qom,21981000,42,7,2022
149,Notebook,Stationery,Rasht,19000,472,6,2022
222,Camera,Electronics,Karaj,20428000,42,3,2024
283,Keyboard,Electronics,Rasht,33727000,41,7,2021
919,Mouse,Electronics,Isfahan,2051000,111,3,2024
440,Bookshelf,Furniture,Rasht,2551000,382,12,2023
765,Keyboard,Electronics,Kermanshah,10334000,42,1,2020
347,Camera,Electronics,Tehran,9918000,208,7,2022
